event_date,avg_ai_sentiment,num_ai_articles,avg_nvda_relevance,CAR-1,CAR0,CAR1,CAR2
2022-11-30 00:00:00,0.5412896551724138,29,0.3427625862068966,-0.004309062441382849,0.03248460988855739,0.04378494571248526,0.03265254405660867
2022-12-01 05:28:08,0.9118,1,0.0,0.03679367232994024,0.048094008153868106,0.03696160649799152,0.03798306203174939
2022-12-01 05:54:28,0.7906,1,0.0,0.03679367232994024,0.048094008153868106,0.03696160649799152,0.03798306203174939
2022-12-01 14:55:00,0.8225,1,0.0,0.03679367232994024,0.048094008153868106,0.03696160649799152,0.03798306203174939
2022-12-02 06:30:00,0.6943,1,0.0,0.011300335823927865,0.0001679341680512758,0.0011893897018091515,-0.015597592945995387
2022-12-05 18:26:41,-0.4588,1,0.0,-0.01113240165587659,-0.010110946122118714,-0.02689792876992325,-0.014495978590926883
2022-12-06 05:44:49,-0.6705,1,0.0,0.0010214555337578757,-0.015765527114046662,-0.003363576935050294,0.049876235128770596
2022-12-07 05:23:05,0.802,1,0.0,-0.016786982647804538,-0.00438503246880817,0.04885477959501272,0.04544611317487535
2022-12-07 18:26:41,-0.7964,1,0.0,-0.016786982647804538,-0.00438503246880817,0.04885477959501272,0.04544611317487535
2022-12-08 05:33:56,-0.7579,1,0.0,0.012401950178996368,0.06564176224281726,0.062233095822679885,0.08109175321131457
2022-12-08 05:45:03,0.91,1,0.0,0.012401950178996368,0.06564176224281726,0.062233095822679885,0.08109175321131457
2022-12-08 18:06:53,0.9042,1,0.0,0.012401950178996368,0.06564176224281726,0.062233095822679885,0.08109175321131457
2022-12-09 17:46:17,0.5859,1,0.0,0.05323981206382089,0.049831145643683517,0.0686898030323182,0.08856433292374732
2022-12-13 17:46:17,0.6124,1,0.0,0.01885865738863468,0.03873318728006381,0.024123471020881415,0.016848895675179665
2022-12-14 05:27:02,0.8481,1,0.0,0.019874529891429127,0.005264813632246734,-0.002009761713455016,-0.014949905564821009
2022-12-14 05:29:30,-0.1796,1,0.0,0.019874529891429127,0.005264813632246734,-0.002009761713455016,-0.014949905564821009
2022-12-14 08:05:00,0.9062,1,0.0,0.019874529891429127,0.005264813632246734,-0.002009761713455016,-0.014949905564821009
2022-12-15 17:46:33,0.9677,1,0.0,-0.014609716259182393,-0.021884291604884143,-0.034824435456250136,-0.03990114298424696
2022-12-18 17:46:15,0.9001,1,0.0,-0.012940143851365993,-0.01801685137936282,-0.0276356356897971,-0.016278948069489818
2022-12-19 17:55:59,0.7717,1,0.0,-0.012940143851365993,-0.01801685137936282,-0.0276356356897971,-0.016278948069489818
2022-12-27 18:37:00,0.8519,1,0.0,-0.010919914377045536,-0.06813505767575456,-0.06095170312176479,-0.044930959760909994
2022-12-31 23:59:59,0.79355,2,0.0,0.0013540559287665843,-0.012346256269495925,0.013207133096199697,-0.003953925604173625
2023-01-03 03:59:02,0.25,1,0.0,0.0013540559287665843,-0.012346256269495925,0.013207133096199697,-0.003953925604173625
2023-01-03 04:22:18,0.9524,1,0.0,0.0013540559287665843,-0.012346256269495925,0.013207133096199697,-0.003953925604173625
2023-01-03 09:00:00,0.8834,1,0.0,0.0013540559287665843,-0.012346256269495925,0.013207133096199697,-0.003953925604173625
2023-01-09 04:55:56,0.8546,1,0.0,0.014039007195610465,0.059318825460006996,0.06883496466106998,0.05731761359205545
2023-01-10 04:18:37,0.8519,1,0.0,0.04527981826439653,0.05479595746545951,0.043278606396444985,0.0697472099837908
2023-01-10 04:25:42,0.796,1,0.0,0.04527981826439653,0.05479595746545951,0.043278606396444985,0.0697472099837908
2023-01-10 04:34:43,0.9432,1,0.0,0.04527981826439653,0.05479595746545951,0.043278606396444985,0.0697472099837908
2023-01-12 04:52:00,-0.6601,1,0.0,-0.011517351069014525,0.014951252518331293,0.0315699315012441,0.07705913061571423
2023-02-27 04:02:00,0.6486,1,0.0,0.0007703950708988216,0.0028421605092989743,-0.007992359644956482,-0.022265185615076954
2023-03-01 02:35:09,0.6908,1,0.564977,-0.010834520154255456,-0.02510734612437593,-0.006244021383364662,-0.0022121307150752
2023-03-02 02:37:39,0.8625,1,0.0,-0.014272825970120473,0.004590498770890794,0.008622389439180256,-0.006576242961806034
2023-03-03 02:44:02,0.8,1,0.0,0.018863324741011267,0.02289521540930073,0.007696583008314439,0.008837144519968643
2023-03-06 02:36:14,0.9062,1,0.0,0.004031890668289462,-0.011166741732696828,-0.010026180221042624,0.023325138819233704
2023-03-06 02:53:02,0.836,1,0.0,0.004031890668289462,-0.011166741732696828,-0.010026180221042624,0.023325138819233704
2023-03-14 02:29:09,0.969,1,0.0,-0.007373065963627301,0.017413310443069596,0.019024533612860717,0.04685737700560422
2023-03-15 02:45:06,-0.6249,1,0.0,0.024786376406696897,0.026397599576488018,0.05423044296923152,0.066160516315667
2023-03-28 02:44:02,0.7269,1,0.0,-0.002409457409281335,-0.0016585715788481892,0.0018416536134957529,0.007162945138754262
2023-03-28 02:44:22,0.9452,1,0.0,-0.002409457409281335,-0.0016585715788481892,0.0018416536134957529,0.007162945138754262
2023-03-28 02:53:02,-0.6124,1,0.0,-0.002409457409281335,-0.0016585715788481892,0.0018416536134957529,0.007162945138754262
2023-03-31 02:55:50,0.9136,1,0.649367,0.005321291525258509,0.0030790690626820716,0.012277710228441263,-0.0026577336635028592
2023-04-12 02:10:01,0.7351,1,0.0,-0.008448734297756277,-0.02442271648074379,-0.04521252870841419,-0.03218486755225436
2023-04-18 02:13:07,-0.6106,1,0.0,0.008271263811999052,0.032836468879146485,0.042849048833801806,0.02086443218472167
2023-04-19 02:13:07,0.9746,1,0.0,0.024565205067147433,0.034577785021802754,0.012593168372722618,0.012103522188778526
2023-04-20 14:49:49,0.5629,1,0.0,0.01001257995465532,-0.011972036694424815,-0.012461682878368907,-0.013216398700229282
2023-04-25 01:51:59,0.9477,1,0.0,-0.0007547158218603744,-0.011511728618119554,0.009670814923439353,-0.007503368364654706
2023-04-28 07:55:00,0.9545,1,0.0,-0.017174183288094058,-0.004863374828113054,0.038122894149110964,0.02263141917446565
2023-05-22 00:00:00,0.3182,1,0.610327,-0.010815663219917782,-0.016988354012192786,-0.019965245217929972,-0.01972336599915636
2023-05-23 00:00:00,0.8689,1,0.616944,-0.006172690792275004,-0.00914958199801219,-0.00890770277923858,0.21045534222628448
2023-05-23 23:39:34,0.9062,1,0.627426,-0.006172690792275004,-0.00914958199801219,-0.00890770277923858,0.21045534222628448
2023-05-24 00:00:00,0.6851173333333334,150,0.6783561933333333,-0.0029768912057371866,-0.002735011986963576,0.21662803301855948,0.21651240612478828
2023-05-24 08:23:00,-0.584,1,0.639416,-0.0029768912057371866,-0.002735011986963576,0.21662803301855948,0.21651240612478828
2023-05-28 00:38:45,0.9698,1,0.60587,-0.0001156268937712035,0.02526243090485103,-0.025819173719192623,0.013799936672169721
2023-05-31 12:45:00,0.7844,1,0.733996,0.025378057798622233,-0.02570354682542142,0.013915563565940925,-0.004723658453406943
2023-06-01 19:59:53,0.8225,1,0.622874,-0.05108160462404365,-0.011462494232681308,-0.030101716252029176,-0.03477295070300812
2023-06-08 15:11:14,0.8131,1,0.649185,-0.013435630109451036,0.0017695545906742938,0.004698348923441231,0.00616591986914472
2023-06-13 06:28:50,0.7906,1,0.606552,0.0014675709457034891,0.03278871526711047,0.07366623177813292,0.05374981115624344
2023-06-13 14:10:15,0.802,1,0.615826,0.0014675709457034891,0.03278871526711047,0.07366623177813292,0.05374981115624344
2023-06-13 15:20:35,0.8074,1,0.704852,0.0014675709457034891,0.03278871526711047,0.07366623177813292,0.05374981115624344
2023-06-16 15:09:49,0.2023,1,0.613513,-0.019916420621889475,-0.012709226042940225,0.014862999485371065,0.011073806715020562
2023-06-21 07:08:55,0.9274,1,0.60307,0.02757222552831129,0.023783032757960787,0.011519486705094728,0.002467141202226797
2023-06-28 20:35:00,0.875,1,0.551464,0.013422032211590329,-0.006654357887912132,-0.011826565345582907,0.00900828996895564
2023-06-29 15:26:27,0.9744,1,0.930134,-0.02007639009950246,-0.025248597557173236,-0.004413742242634688,-0.004144854985819402
2023-06-30 00:00:00,0.9825,1,0.639704,-0.005172207457670774,0.015662647856867773,0.01593153511368306,0.013695334293983397
2023-06-30 00:29:21,0.9217,1,0.621136,-0.005172207457670774,0.015662647856867773,0.01593153511368306,0.013695334293983397
2023-06-30 23:59:02,0.8765,1,0.715085,-0.005172207457670774,0.015662647856867773,0.01593153511368306,0.013695334293983397
2023-07-03 15:25:20,0.9331,1,0.624262,0.020834855314538547,0.021103742571353834,0.01886754175165417,0.021426092053371648
2023-10-25 20:41:51,0.8176,1,0.0,0.006281057128232792,-0.012391783021018066,-0.028102915348548696,-0.028589102495608976
2023-10-30 20:57:33,0.9081,1,0.730349,-0.00048618714706027966,0.004569483187437884,-0.009468977610433527,0.011060362237618193
2023-11-10 20:05:00,0.9313,1,0.0,0.015768696445824015,0.022785944008194225,0.0318009023640583,0.031582609130111794
2023-12-06 00:00:00,0.6518066666666666,45,0.1035548,0.020782620585249933,0.0037384489250842368,0.013786851558851287,0.028859666884639923
2023-12-07 15:10:56,0.6369,1,0.0,-0.017044171660165697,-0.006995769026398646,0.00807704629938999,-0.018967878894014523
2024-02-12 16:56:47,0.836,1,0.0,0.025940559261133034,0.03144746770938356,0.04538345244908193,0.059053765783382506
2024-02-13 12:18:00,0.9042,1,0.0,0.005506908448250525,0.019442893187948895,0.03311320652224947,0.013328825353147944
2024-02-13 13:01:00,0.6597,1,0.0,0.005506908448250525,0.019442893187948895,0.03311320652224947,0.013328825353147944
2024-02-15 17:10:15,0.34,1,0.0,0.013670313334300577,-0.006114067834800951,0.002334359324252522,-0.0336498166817385
2024-02-21 00:00:00,0.9153,1,0.0,-0.03598417600599102,-0.060491090454492746,0.07424207188793208,0.08073922948174217
2024-02-21 11:30:00,0.7964,1,0.0,-0.03598417600599102,-0.060491090454492746,0.07424207188793208,0.08073922948174217
2024-02-22 00:00:00,0.9432,1,0.0,-0.024506914448501727,0.1102262478939231,0.11672340548773319,0.12073917836693415
2024-02-23 00:00:00,0.9666,1,0.0,0.13473316234242483,0.14123031993623492,0.14524609281543588,0.13789698590507127
2024-02-27 17:01:14,0.891,1,0.0,0.004015772879200963,-0.0033333340311636483,-0.011197984236507308,-0.0011096875953762186
2024-02-27 17:39:30,0.9353,1,0.0,0.004015772879200963,-0.0033333340311636483,-0.011197984236507308,-0.0011096875953762186
