Date,Close,High,Low,Open,Volume
2021-03-29,12.915698051452600,13.029661010785400,12.668072141761800,12.788019583374800,273520000
2021-03-30,12.839387893676800,12.942628040628200,12.673057179994900,12.809712820109100,200204000
2021-03-31,13.314692497253400,13.436634761447100,12.949861691430900,12.982778720855700,314776000
2021-04-01,13.777026176452600,13.835129204542900,13.477280798414800,13.538128259715100,308276000
2021-04-05,13.952333450317400,13.97876657407880,13.698472914587200,13.832635263043800,255672000
2021-04-06,13.82664966583250,14.018915037379200,13.738871566976400,13.964552432362300,191744000
2021-04-07,14.107941627502400,14.207689643014700,13.677027574966000,13.845851593018900,251284000
2021-04-08,14.281005859375,14.43511743681890,14.213176027468200,14.21691739862400,244416000
2021-04-09,14.36379623413090,14.371776494039400,14.139362482793100,14.178263990565400,195172000
2021-04-12,15.170762062072800,15.313901610058000,14.103701731984700,14.253823650541000,869324000
2021-04-13,15.640081405639600,15.660530051339100,15.08772349362150,15.193207722114000,676212000
2021-04-14,15.238594055175800,15.680978662596900,15.189218033930000,15.585718757163300,385500000
2021-04-15,16.096681594848600,16.173487680774600,15.592202403914000,15.623124606404800,598480000
2021-04-16,15.8724946975708,16.125108122447800,15.82536274319290,16.0126405831472,335208000
2021-04-19,15.323127746582000,15.767757295505500,15.194701596936300,15.497438724293300,404420000
2021-04-20,15.13310718536380,15.458037592088100,14.92538071636660,15.284724505863200,334132000
2021-04-21,15.321882247924800,15.323877075097700,15.064281282601500,15.080739320235300,216776000
2021-04-22,14.812914848327600,15.399686073698200,14.746332141113500,15.336345317338900,277788000
2021-04-23,15.226872444152800,15.296446921011600,14.862790304524400,14.896704270923400,227500000
2021-04-26,15.439087867736800,15.44008575706990,15.086975624680400,15.146825202745100,197796000
2021-04-27,15.343079566955600,15.63110332965210,15.31589778572030,15.539334614947000,164572000
2021-04-28,15.238343238830600,15.493201692864100,15.177247490188100,15.325873065531100,209416000
2021-04-29,15.28622055053710,15.3976892392755,15.033607148432100,15.361281030191200,173196000
2021-04-30,14.971765518188500,15.326372008336500,14.959297133568600,15.13635161976730,201912000
2021-05-03,14.799448013305700,15.208417054015900,14.7503221859339,15.08697327520050,203912000
2021-05-04,14.315166473388700,14.600696871673500,13.975024242433600,14.600447637230100,405324000
2021-05-05,14.422148704528800,14.776256666947100,14.351327112045200,14.672018629638600,292024000
2021-05-06,14.48648738861080,14.53461628081530,14.182254838103700,14.45880713985870,193380000
2021-05-07,14.775008201599100,14.93310940887280,14.634861387469100,14.771018547850900,229328000
2021-05-10,14.229884147644000,14.768775720170100,14.21417381350000,14.750072669633800,268904000
2021-05-11,14.270282745361300,14.318660873983000,13.715431575761700,13.790242830465000,285584000
2021-05-12,13.723908424377400,14.224396914953200,13.674782598990000,13.974276811259600,303408000
2021-05-13,13.630892753601100,14.04534874580520,13.425161115583600,13.998466030075900,285404000
2021-05-14,14.207192420959500,14.291978764788400,13.713935458707900,13.855080192512500,258616000
2021-05-17,14.129884719848600,14.13362513937640,13.818669829056000,14.121405991656700,216980000
2021-05-18,13.980512619018600,14.36803609551160,13.968791939261800,14.231131212096800,186256000
2021-05-19,14.030386924743700,14.04410243148700,13.509200522328300,13.532391695784700,344000000
2021-05-20,14.575763702392600,14.646834538609400,14.234623498296400,14.266542637893300,321592000
2021-05-21,14.954059600830100,15.183731096129900,14.832117340430800,15.125627113969400,672992000
2021-05-24,15.572749137878400,15.705414174003700,15.137844497008400,15.174252706728900,554816000
2021-05-25,15.60841178894040,15.778732192207000,15.443577398975900,15.726364404401600,435408000
2021-05-26,15.660529136657700,15.754043443944200,15.547065605147300,15.69469328900030,370440000
2021-05-27,15.449060440063500,15.71040181104530,15.421130958607200,15.660278094852800,581476000
2021-05-28,16.203659057617200,16.236577036281300,15.46202947906420,15.46202947906420,644536000
2021-06-01,16.223608016967800,16.347047573880400,15.863266335432500,16.229094980518500,472804000
2021-06-02,16.736064910888700,16.87621267756660,16.194680117402600,16.211388338449300,594168000
2021-06-03,16.92708396911620,17.215608058599500,16.54130706968030,16.658761189100900,580008000
2021-06-04,17.534055709838900,17.616596077162200,17.052519499034800,17.06947505300830,617120000
2021-06-07,17.57469940185550,17.76771339539240,17.149522583386600,17.527070892104800,575756000
2021-06-08,17.413114547729500,17.577200286108300,17.20763114477440,17.48318750071490,323848000
2021-06-09,17.318574905395500,17.53483058843350,17.216310173340100,17.475716134562600,381656000
2021-06-10,17.38517189025880,17.452020091808000,17.13674237056940,17.3103444553602,287772000
2021-06-11,17.78451156616210,17.898251342387300,17.403883229039900,17.439550960234800,416308000
2021-06-14,17.977567672729500,17.998270294606800,17.622382309836600,17.865076259269300,321376000
2021-06-15,17.74785041809080,17.975080751295200,17.687489476614100,17.874062427345800,243032000
2021-06-16,17.769546508789100,17.913717005111100,17.5443124591101,17.75009224553800,307124000
2021-06-17,18.614606857299800,18.79195023048880,17.715667091470900,17.733874892512500,809656000
2021-06-18,18.596153259277300,19.330720564613100,18.541527942897900,18.74107162605110,968856000
2021-06-21,18.3851375579834,18.494138905663000,17.78201922276800,18.393118696833000,672384000
2021-06-22,18.843585968017600,18.920411562226600,18.34398078046080,18.429286096445200,580144000
2021-06-23,19.013696670532200,19.10897936391850,18.864538436254100,18.96431028230060,332356000
2021-06-24,19.161609649658200,19.37561988275200,19.04462715758130,19.18380992868430,320924000
2021-06-25,18.987503051757800,19.301285040207200,18.851315628683000,19.236433070795300,278364000
2021-06-28,19.939319610595700,20.032855320198100,19.27484156420650,19.316994670965200,495436000
2021-06-29,19.980979919433600,20.052813964606800,19.612073999620800,19.837058731492400,367632000
2021-06-30,19.956783294677700,20.116417450244800,19.818350342257400,19.95354060100910,326568000
2021-07-01,20.16580581665040,20.40924764246020,19.973246122217300,20.079004759784200,480136000
2021-07-02,20.440176010131800,20.458385715167400,20.241382131269400,20.39353374130320,342764000
2021-07-06,20.65118980407720,20.79436118669730,20.303736350858000,20.690100221574800,446708000
2021-07-07,20.32518768310550,20.827287563769400,20.285529389265700,20.805837070095600,418428000
2021-07-08,19.857261657714800,20.086984820407000,19.65572366995780,19.811117972492700,503300000
2021-07-09,20.004423141479500,20.03435525988890,19.709100137865700,19.916874216592700,296624000
2021-07-12,20.465621948242200,20.48582408605360,20.141613226484800,20.193743724149100,321984000
2021-07-13,20.203720092773400,20.41448760068870,20.068031230618000,20.353875481303700,290708000
2021-07-14,19.79615592956540,20.371089112577900,19.707609813917800,20.311226762267800,380100000
2021-07-15,18.922903060913100,19.801640805909600,18.815399378990500,19.766471657258300,550564000
2021-07-16,18.119491577148400,19.113215466884000,18.03169335944510,18.9870054099986,688224000
2021-07-19,18.736831665039100,18.99848131527800,17.82466976343860,17.874307343819000,749060000
2021-07-20,18.5694580078125,18.79494127146190,18.12248204844720,18.68718832530130,434687000
2021-07-21,19.36564064025880,19.48237382941790,18.699168004217100,18.838847442192400,371017000
2021-07-22,19.549222946167000,19.84155264123150,19.23194885961390,19.59711358975880,323826000
2021-07-23,19.5133056640625,19.65498135662070,19.206008957458200,19.611081283394400,195672000
2021-07-26,19.249900817871100,19.397561350560700,18.870768308556600,19.266862159313200,203943000
2021-07-27,19.164094924926800,19.5771481706099,18.69816142497150,19.22096384383670,248863000
2021-07-28,19.458425521850600,19.601098340577900,18.951587150781000,19.274846044574700,202191000
2021-07-29,19.6170654296875,19.807628906073600,19.283827210408300,19.4743906867944,190781000
2021-07-30,19.45443344116210,19.585132640892700,19.218972784196300,19.373617296753000,183497000
2021-08-02,19.70486068725590,19.915378880901800,19.316749821197500,19.654975725192700,217444000
2021-08-03,19.769712448120100,20.175781820042900,19.176071129798500,19.6948831028393,301811000
2021-08-04,20.2276611328125,20.27156118889960,19.782679477126900,19.94430985832060,231309000
2021-08-05,20.589832305908200,20.68561356328150,20.29550646605200,20.45314629356310,211435000
2021-08-06,20.3194522857666,20.522986511252400,20.163808690158600,20.47709211719840,178497000
2021-08-09,20.248619079589800,20.46113164731860,20.096966025159200,20.399273064432900,146443000
2021-08-10,19.890439987182600,20.383310504258200,19.78966907249900,20.275557520496300,179238000
